id,table,bucket,title,department,sector,sector_embedding,expected_sector
887215,jobs,vague_analyst,Senior Business Intelligence Analyst,Data,Data,Engineering (Software),Data
20268,jobs_IR,vague_analyst,Senior Data Analyst,Data,Data,Data,Data
841457,jobs,vague_analyst,Senior Data Analyst ,Data,Data,Data,Data
55727,jobs_IR,vague_analyst,Senior Finance EPM Analyst,Finance,Finance,Finance,Finance
1259897,jobs,vague_analyst,Senior Product Analyst,Product Management,Product Management,Product Management,Product Management
1368362,jobs,vague_analyst,Senior Workday Analyst,Business & Strategy,Business & Strategy,Business & Strategy,HR / People
1672569,jobs,vague_analyst,SIAM Change Analyst,Business & Strategy,Business & Strategy,Business & Strategy,Operations
1366458,jobs,vague_manager, Area Kitchen Manager ,Other,Other,Retail & Hospitality,Retail & Hospitality
1334490,jobs,vague_manager,Admin Manager,Operations,Operations,Operations,Operations
1406431,jobs,vague_manager,Assistant Commercial Manager,Sales & Partnerships,Sales & Partnerships,Sales & Partnerships,Sales & Partnerships
1042130,jobs,vague_manager,Assistant Design Manager,Design,Design,Design,Design
4750,jobs_IR,vague_manager,Backend Engineering Manager,Engineering (Software),Engineering (Software),Engineering (Software),Engineering (Software)
767508,jobs,vague_manager,Bid Manager,Other,Other,Business & Strategy,Business & Strategy
1377869,jobs,vague_manager,Brand General Manager,Marketing & PR,Marketing & PR,Marketing & PR,Marketing & PR
1134196,jobs,vague_manager,Business Development Manager,Sales & Partnerships,Sales & Partnerships,Sales & Partnerships,Sales & Partnerships
1134392,jobs,vague_manager,Business Development Manager ,Sales & Partnerships,Sales & Partnerships,Sales & Partnerships,Sales & Partnerships
594707,jobs,vague_manager,Cost Manager (NRM1),Construction & Infrastructure,Construction & Infrastructure,Construction & Infrastructure,Construction & Infrastructure
1740313,jobs,vague_manager,CX Project Manager,Project Management,Project Management,Project Management,Project Management
4752,jobs_IR,vague_manager,Data Engineering Manager,Data,Data,Data,Data
1080021,jobs,vague_manager,Finance Manager,Finance,Finance,Finance,Finance
1532688,jobs,vague_manager,Growth Manager,Marketing & PR,Marketing & PR,Marketing & PR,Marketing & PR
1623476,jobs,vague_manager,GTM Program Manager,Project Management,Project Management,Project Management,Project Management
1536783,jobs,vague_manager,Market Development Manager,Marketing & PR,Marketing & PR,Marketing & PR,Marketing & PR
1670007,jobs,vague_manager,Online Trading Manager,Retail & Hospitality,Retail & Hospitality,Retail & Hospitality,Retail & Hospitality
1028666,jobs,vague_manager,Operations Manager,Operations,Operations,Operations,Operations
1078171,jobs,vague_manager,Partner Manager,Sales & Partnerships,Sales & Partnerships,Sales & Partnerships,Sales & Partnerships
165297,jobs_IR,vague_manager,Program Manager,Project Management,Project Management,Project Management,Project Management
1359963,jobs,vague_manager,Programme Manager,Project Management,Project Management,Project Management,Project Management
988617,jobs,vague_manager,Project Controls Manager,Construction & Infrastructure,Construction & Infrastructure,Construction & Infrastructure,Construction & Infrastructure
988670,jobs,vague_manager,Senior Cost Manager,Construction & Infrastructure,Construction & Infrastructure,Construction & Infrastructure,Construction & Infrastructure
1581845,jobs,vague_manager,Senior Product Manager,Product Management,Product Management,Product Management,Product Management
13420,jobs,vague_manager,Senior Project Manager,Project Management,Project Management,Project Management,Project Management
1141717,jobs,vague_manager,Stock Manager,Other,Other,Finance,Retail & Hospitality
219373,jobs_IR,vague_manager,TEAM MANAGER,Other,Other,Engineering (Other),Operations
1530770,jobs,vague_manager,Unit Manager,Other,Other,Healthcare,Healthcare
1118240,jobs,vague_manager,Workplace Experience Manager,Other,Other,Project Management,Operations
1370273,jobs,vague_manager,WtX Account Manager,Customer Success,Customer Success,Customer Success,Customer Success
